renderedContent,pre_processed,label_sentiment,probability_sentiment,label_emotion,probability_emotion,label_irony,probability_irony,
"@bracolby @ashleymarinep @BBCBreaking As a rape victim I promise that my years of depression, anxiety, self hate, etc. weren’t favorable to me. To say something like that is disgusting and completely untrue. More time than not, women aren’t believed and NOTHING is done to the attackers, so we stay quiet.",rape victim promise years depression anxiety self hate etc werent favorable say something like disgusting completely untrue time women arent believed nothing done attackers stay quiet,negative,0.948429346,anger,0.871673942,non_irony,0.531725407,
@aymzhasan I hate being away from my cat for a few hours a few days would send my depression through the roof.  He's my kitty therapy.   Helps keep depression under control,hate away cat hours days would send depression roof kitty therapy helps keep depression control,negative,0.485084027,sadness,0.969501555,irony,0.920083106,
"@farrah_hanis After I broke up, I can't even recognise myself. Suffered severe depression and anxiety. Current dose is 300mg of Venlafaxine. Can't sleep without my sleeping pills. Up till now, I hate myself. Can't find a reason why I should love myself.. Stupid isn't?",broke even recognise suffered severe depression anxiety current dose venlafaxine sleep without sleeping pills till hate find reason love stupid,negative,0.920355558,sadness,0.947006047,irony,0.562927723,
"i hate my dad he is a disgusting pig he really really is, abusive fucking cunt i’m so fucking glad he left when i was a kid put me through so much depression, well at least i haven’t killed myself yet so that i have to be thankful for.",hate dad disgusting pig really really abusive fucking cunt fucking glad left kid put much depression well least havent killed yet thankful,negative,0.978380322,anger,0.964318335,non_irony,0.845348299,
@zhafirzhikri @zainursofia Broke up after 3 years of relationship. Caused me to suffer severe depression and anxiety. My current dose is 300mg of Venlafaxine. Can't even sleep without my sleeping pills. Still x bole cope dgan diri sndiri. Hate myself too.. Hmm,broke years relationship caused suffer severe depression anxiety current dose venlafaxine even sleep without sleeping pills still bole cope dgan diri sndiri hate hmm,negative,0.909410417,sadness,0.974315345,non_irony,0.899693727,
"@EarnestOtter Are you going to be ok though i would hate to see your depression bring you down like that, hopefully you'll make it through i believe that you can with my honest heart ♥",going though would hate see depression bring like hopefully make believe honest heart,negative,0.490272582,sadness,0.952676117,irony,0.726088583,
Damn I hate being up shit jus be having me thinking my way into depression 😪,damn hate shit jus thinking way depression,negative,0.978208005,anger,0.679066896,non_irony,0.803299248,
Depression really fucks me up for no reason and I honestly hate it especially because I cant explain what's going on or how to tell someone that I'm actually fine I'm just sad for no reason because my brain hates me and is like hey your depressed now and I'm like now?...,depression really fucks reason honestly hate especially cant explain going tell someone actually fine sad reason brain hates like hey depressed like,negative,0.977913201,sadness,0.976189911,non_irony,0.639787555,
seasonal depression and being on my period gets me severely in my feels. it got me crying over the smallest of things damn it I hate being hella emotional,seasonal depression period gets severely feels got crying smallest things damn hate hella emotional,negative,0.96802336,sadness,0.954232395,non_irony,0.622130096,
"See, I hate seeing wastage like this. It gives me a flash of depression. My heart experienced a mild surge just now. twitter.com/Abdul_A_Bello/…",see hate seeing wastage like gives flash depression heart experienced mild surge,negative,0.963187873,sadness,0.893517077,irony,0.636618972,
"@itsvallz_sibz Please forgive her,I use to hate my mother not knowing that she had depression it's worse because she was raised by the woman who suffered from depression ( my grandmother) please ask her about her childhood",please forgive use hate mother knowing depression worse raised woman suffered depression grandmother please ask childhood,negative,0.876732886,sadness,0.905454278,non_irony,0.768942416,
I can feel my depression creeping back in I hate it here,feel depression creeping back hate,negative,0.948670387,sadness,0.968319476,non_irony,0.689985991,
"(5/7)
2019 - 9
Put my last energy to last batch of commission. I’m too tired. I’m bad.

2019 - 10***
I’m dead 1 full month. Going full life.
Until stress and depression hit. I HATE MY LIFE. Why am I here? Why I even exist?",put last energy last batch commission tired bad dead full month going full life stress depression hit hate life even exist,negative,0.965016842,sadness,0.961736441,non_irony,0.897045553,
"My brother is an engineer.  He used to hate smoking.he always advised my dad to stop smoking.  But when he started to face pressure , depression and alot of responsibilities.  it ended up with him as a smoker and that really hurt me . Sometimes smoking doesnt mean you r bad one !",brother engineer used hate smoking always advised dad stop smoking started face pressure depression alot responsibilities ended smoker really hurt sometimes smoking doesnt mean bad one,negative,0.856306195,sadness,0.936155438,non_irony,0.682713389,
@ninjamac Thank you for posting this. I hate my anxiety and depression. I needed to see this to feel better,thank posting hate anxiety depression needed see feel better,negative,0.435865521,sadness,0.971368015,irony,0.863901734,
My depression is seriously make me pessimistic and I hate it,depression seriously make pessimistic hate,negative,0.959404349,sadness,0.965095997,irony,0.604331732,
i hate the months jan-march tbh because it makes my depression more intense does anyone else feel this way??,hate months jan march tbh makes depression intense anyone else feel way,negative,0.849291384,sadness,0.981039405,non_irony,0.549117088,
"@Garrett_Watts i battle depression every single day
 some days i hate everything about myself. i am super self conscience. been told i am ugly my whole life. but i still go at it everyday and try my best.",battle depression every single day days hate everything super self conscience told ugly whole life still everyday try best,negative,0.94380784,sadness,0.968019903,non_irony,0.727632284,
"@Vulgaarity Reminds me of a fortune cookie haha, but one can hope

My depression will inevitably die down sooner or later, just hate days like this",reminds fortune cookie haha one hope depression inevitably die sooner later hate days like,negative,0.641644597,sadness,0.975218177,irony,0.552236795,
obviously I've been sad as shit. I wake up at 4pm and barely post bc i'm busy watching netflix shows i hate and using my energy to write music that's boring. it's fine it happens every year and I'll be cool as soon as i fix my depression light,obviously sad shit wake barely post busy watching netflix shows hate using energy write music boring fine happens every year cool soon fix depression light,negative,0.906860709,sadness,0.976225257,irony,0.509647667,
Anxiety and depression sucks. Hard. I hate my brain right now,anxiety depression sucks hard hate brain right,negative,0.980359018,sadness,0.92375952,non_irony,0.565734446,
